algo,start,outcome,consent_before,consent_after,consent_delta,consent_path_before,consent_path_after,total_before,total_after,total_delta,total_path_before,total_path_after
"Min-Cut (weighted, starts→services)",AcceptAll,Out_AllContent,,,,AcceptAll → ExtMediaSvc → Out_AllContent,AcceptAll → ExtMediaSvc → Out_AllContent,2,2,0,AcceptAll → ExtMediaSvc → Out_AllContent,AcceptAll → ExtMediaSvc → Out_AllContent
"Min-Cut (weighted, starts→services)",AcceptAll,ConsentSaved,0,0,0,AcceptAll → ConsentSaved,AcceptAll → ConsentSaved,1,1,0,AcceptAll → ConsentSaved,AcceptAll → ConsentSaved
"Min-Cut (weighted, starts→services)",AcceptAll,OutcomeTelemetry,,,,AcceptAll → AnalyticsSvc → OutcomeTelemetry,AcceptAll → AnalyticsSvc → OutcomeTelemetry,2,2,0,AcceptAll → AnalyticsSvc → OutcomeTelemetry,AcceptAll → AnalyticsSvc → OutcomeTelemetry
"Min-Cut (weighted, starts→services)",Save,Out_BasicAccess,,,,,,,,,,
"Min-Cut (weighted, starts→services)",Save,Out_SecuredLogin,,,,Save → SecuritySvc → Out_SecuredLogin,Save → SecuritySvc → Out_SecuredLogin,2,2,0,Save → SecuritySvc → Out_SecuredLogin,Save → SecuritySvc → Out_SecuredLogin
"Min-Cut (weighted, starts→services)",Save,Out_AllMedia,,,,Save → ExtMediaSvc → Out_AllMedia,Save → ExtMediaSvc → Out_AllMedia,2,2,0,Save → ExtMediaSvc → Out_AllMedia,Save → ExtMediaSvc → Out_AllMedia
"Min-Cut (weighted, starts→services)",Save,Out_Payments,,,,Save → PaymentsSvc → Out_Payments,Save → PaymentsSvc → Out_Payments,2,2,0,Save → PaymentsSvc → Out_Payments,Save → PaymentsSvc → Out_Payments
"Min-Cut (weighted, starts→services)",Save,Out_Personalized,,,,Save → PersonalSvc → Out_Personalized,Save → PersonalSvc → Out_Personalized,2,2,0,Save → PersonalSvc → Out_Personalized,Save → PersonalSvc → Out_Personalized
"Min-Cut (weighted, starts→services)",Save,Out_AllContent,,,,Save → ExtMediaSvc → Out_AllContent,Save → ExtMediaSvc → Out_AllContent,2,2,0,Save → ExtMediaSvc → Out_AllContent,Save → ExtMediaSvc → Out_AllContent
"Min-Cut (weighted, starts→services)",Save,ConsentSaved,0,0,0,Save → ConsentSaved,Save → ConsentSaved,1,1,0,Save → ConsentSaved,Save → ConsentSaved
"Min-Cut (weighted, starts→services)",Save,OutcomeTelemetry,,,,Save → AnalyticsSvc → OutcomeTelemetry,Save → AnalyticsSvc → OutcomeTelemetry,2,2,0,Save → AnalyticsSvc → OutcomeTelemetry,Save → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,Entry,Out_BasicAccess,,,,,,,,,,
Remove MinMC,Entry,Out_SecuredLogin,,,,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,,4,,,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,
Remove MinMC,Entry,Out_AllMedia,,,,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,,4,,,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,
Remove MinMC,Entry,Out_Payments,,,,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments,,4,,,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments,
Remove MinMC,Entry,Out_Personalized,,,,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized,,4,,,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized,
Remove MinMC,Entry,Out_AllContent,,,,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,,4,,,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,
Remove MinMC,Entry,ConsentSaved,1,,,Entry → BannerToast → AcceptAll → ConsentSaved,,3,,,Entry → BannerToast → AcceptAll → ConsentSaved,
Remove MinMC,Entry,OutcomeTelemetry,,,,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,,4,,,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,
Remove MinMC,BannerToast,Out_BasicAccess,,,,,,,,,,
Remove MinMC,BannerToast,Out_SecuredLogin,,,,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,3,3,0,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin
Remove MinMC,BannerToast,Out_AllMedia,,,,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,3,3,0,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia
Remove MinMC,BannerToast,Out_Payments,,,,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,3,3,0,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,BannerToast → AcceptAll → PaymentsSvc → Out_Payments
Remove MinMC,BannerToast,Out_Personalized,,,,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,3,3,0,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,BannerToast → AcceptAll → PersonalSvc → Out_Personalized
Remove MinMC,BannerToast,Out_AllContent,,,,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,3,3,0,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent
Remove MinMC,BannerToast,ConsentSaved,1,1,0,BannerToast → AcceptAll → ConsentSaved,BannerToast → AcceptAll → ConsentSaved,2,2,0,BannerToast → AcceptAll → ConsentSaved,BannerToast → AcceptAll → ConsentSaved
Remove MinMC,BannerToast,OutcomeTelemetry,,,,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,3,3,0,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,Home,Out_BasicAccess,,,,,,,,,,
Remove MinMC,Home,Out_SecuredLogin,,,,Home → ContactUs → Out_SecuredLogin,Home → ContactUs → Out_SecuredLogin,2,2,0,Home → ContactUs → Out_SecuredLogin,Home → ContactUs → Out_SecuredLogin
Remove MinMC,Home,Out_AllMedia,,,,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,3,3,0,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,Home → SearchBooks → ExtMediaSvc → Out_AllMedia
Remove MinMC,Home,Out_Payments,,,,Home → Membership → Out_Payments,Home → Membership → Out_Payments,2,2,0,Home → Membership → Out_Payments,Home → Membership → Out_Payments
Remove MinMC,Home,Out_Personalized,,,,Home → Out_Personalized,Home → Out_Personalized,1,1,0,Home → Out_Personalized,Home → Out_Personalized
Remove MinMC,Home,Out_AllContent,,,,Home → PersonalSvc → Out_AllContent,Home → PersonalSvc → Out_AllContent,2,2,0,Home → PersonalSvc → Out_AllContent,Home → PersonalSvc → Out_AllContent
Remove MinMC,Home,ConsentSaved,3,,,Home → Manage → Modal → Save → ConsentSaved,,4,,,Home → Manage → Modal → Save → ConsentSaved,
Remove MinMC,Home,OutcomeTelemetry,,,,Home → AnalyticsSvc → OutcomeTelemetry,Home → AnalyticsSvc → OutcomeTelemetry,2,2,0,Home → AnalyticsSvc → OutcomeTelemetry,Home → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,Discover,Out_BasicAccess,,,,,,,,,,
Remove MinMC,Discover,Out_SecuredLogin,,,,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove MinMC,Discover,Out_AllMedia,,,,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove MinMC,Discover,Out_Payments,,,,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove MinMC,Discover,Out_Personalized,,,,Discover → Out_Personalized,Discover → Out_Personalized,1,1,0,Discover → Out_Personalized,Discover → Out_Personalized
Remove MinMC,Discover,Out_AllContent,,,,Discover → PersonalSvc → Out_AllContent,Discover → PersonalSvc → Out_AllContent,2,2,0,Discover → PersonalSvc → Out_AllContent,Discover → PersonalSvc → Out_AllContent
Remove MinMC,Discover,ConsentSaved,3,,,Discover → Manage → Modal → Save → ConsentSaved,,4,,,Discover → Manage → Modal → Save → ConsentSaved,
Remove MinMC,Discover,OutcomeTelemetry,,,,Discover → AnalyticsSvc → OutcomeTelemetry,Discover → AnalyticsSvc → OutcomeTelemetry,2,2,0,Discover → AnalyticsSvc → OutcomeTelemetry,Discover → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,SearchBooks,Out_BasicAccess,,,,,,,,,,
Remove MinMC,SearchBooks,Out_SecuredLogin,,,,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove MinMC,SearchBooks,Out_AllMedia,,,,SearchBooks → ExtMediaSvc → Out_AllMedia,SearchBooks → ExtMediaSvc → Out_AllMedia,2,2,0,SearchBooks → ExtMediaSvc → Out_AllMedia,SearchBooks → ExtMediaSvc → Out_AllMedia
Remove MinMC,SearchBooks,Out_Payments,,,,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove MinMC,SearchBooks,Out_Personalized,,,,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove MinMC,SearchBooks,Out_AllContent,,,,SearchBooks → ExtMediaSvc → Out_AllContent,SearchBooks → ExtMediaSvc → Out_AllContent,2,2,0,SearchBooks → ExtMediaSvc → Out_AllContent,SearchBooks → ExtMediaSvc → Out_AllContent
Remove MinMC,SearchBooks,ConsentSaved,3,,,SearchBooks → Manage → Modal → Save → ConsentSaved,,4,,,SearchBooks → Manage → Modal → Save → ConsentSaved,
Remove MinMC,SearchBooks,OutcomeTelemetry,,,,SearchBooks → AnalyticsSvc → OutcomeTelemetry,SearchBooks → AnalyticsSvc → OutcomeTelemetry,2,2,0,SearchBooks → AnalyticsSvc → OutcomeTelemetry,SearchBooks → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,Audiobooks,Out_BasicAccess,,,,,,,,,,
Remove MinMC,Audiobooks,Out_SecuredLogin,,,,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove MinMC,Audiobooks,Out_AllMedia,,,,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia,2,2,0,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia
Remove MinMC,Audiobooks,Out_Payments,,,,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove MinMC,Audiobooks,Out_Personalized,,,,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove MinMC,Audiobooks,Out_AllContent,,,,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent,2,2,0,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent
Remove MinMC,Audiobooks,ConsentSaved,3,,,Audiobooks → Manage → Modal → Save → ConsentSaved,,4,,,Audiobooks → Manage → Modal → Save → ConsentSaved,
Remove MinMC,Audiobooks,OutcomeTelemetry,,,,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry,2,2,0,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,DigitalMag,Out_BasicAccess,,,,,,,,,,
Remove MinMC,DigitalMag,Out_SecuredLogin,,,,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove MinMC,DigitalMag,Out_AllMedia,,,,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia,2,2,0,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia
Remove MinMC,DigitalMag,Out_Payments,,,,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove MinMC,DigitalMag,Out_Personalized,,,,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove MinMC,DigitalMag,Out_AllContent,,,,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent,2,2,0,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent
Remove MinMC,DigitalMag,ConsentSaved,3,,,DigitalMag → Manage → Modal → Save → ConsentSaved,,4,,,DigitalMag → Manage → Modal → Save → ConsentSaved,
Remove MinMC,DigitalMag,OutcomeTelemetry,,,,DigitalMag → AnalyticsSvc → OutcomeTelemetry,DigitalMag → AnalyticsSvc → OutcomeTelemetry,2,2,0,DigitalMag → AnalyticsSvc → OutcomeTelemetry,DigitalMag → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,Membership,Out_BasicAccess,,,,,,,,,,
Remove MinMC,Membership,Out_SecuredLogin,,,,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove MinMC,Membership,Out_AllMedia,,,,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove MinMC,Membership,Out_Payments,,,,Membership → Out_Payments,Membership → Out_Payments,1,1,0,Membership → Out_Payments,Membership → Out_Payments
Remove MinMC,Membership,Out_Personalized,,,,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove MinMC,Membership,Out_AllContent,,,,Membership → PaymentsSvc → Out_AllContent,Membership → PaymentsSvc → Out_AllContent,2,2,0,Membership → PaymentsSvc → Out_AllContent,Membership → PaymentsSvc → Out_AllContent
Remove MinMC,Membership,ConsentSaved,3,,,Membership → Manage → Modal → Save → ConsentSaved,,4,,,Membership → Manage → Modal → Save → ConsentSaved,
Remove MinMC,Membership,OutcomeTelemetry,,,,Membership → AnalyticsSvc → OutcomeTelemetry,Membership → AnalyticsSvc → OutcomeTelemetry,2,2,0,Membership → AnalyticsSvc → OutcomeTelemetry,Membership → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,ContactUs,Out_BasicAccess,,,,,,,,,,
Remove MinMC,ContactUs,Out_SecuredLogin,,,,ContactUs → Out_SecuredLogin,ContactUs → Out_SecuredLogin,1,1,0,ContactUs → Out_SecuredLogin,ContactUs → Out_SecuredLogin
Remove MinMC,ContactUs,Out_AllMedia,,,,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove MinMC,ContactUs,Out_Payments,,,,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove MinMC,ContactUs,Out_Personalized,,,,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove MinMC,ContactUs,Out_AllContent,,,,ContactUs → SupportSvc → Out_AllContent,ContactUs → SupportSvc → Out_AllContent,2,2,0,ContactUs → SupportSvc → Out_AllContent,ContactUs → SupportSvc → Out_AllContent
Remove MinMC,ContactUs,ConsentSaved,3,,,ContactUs → Manage → Modal → Save → ConsentSaved,,4,,,ContactUs → Manage → Modal → Save → ConsentSaved,
Remove MinMC,ContactUs,OutcomeTelemetry,,,,ContactUs → AnalyticsSvc → OutcomeTelemetry,ContactUs → AnalyticsSvc → OutcomeTelemetry,2,2,0,ContactUs → AnalyticsSvc → OutcomeTelemetry,ContactUs → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,Login,Out_BasicAccess,,,,,,,,,,
Remove MinMC,Login,Out_SecuredLogin,,,,Login → Out_SecuredLogin,Login → Out_SecuredLogin,1,1,0,Login → Out_SecuredLogin,Login → Out_SecuredLogin
Remove MinMC,Login,Out_AllMedia,,,,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove MinMC,Login,Out_Payments,,,,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove MinMC,Login,Out_Personalized,,,,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove MinMC,Login,Out_AllContent,,,,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,5,5,0,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent
Remove MinMC,Login,ConsentSaved,3,,,Login → Manage → Modal → Save → ConsentSaved,,4,,,Login → Manage → Modal → Save → ConsentSaved,
Remove MinMC,Login,OutcomeTelemetry,,,,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,5,5,0,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,Manage,Out_BasicAccess,,,,,,,,,,
Remove MinMC,Manage,Out_SecuredLogin,,,,Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,4,4,0,Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove MinMC,Manage,Out_AllMedia,,,,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,4,4,0,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove MinMC,Manage,Out_Payments,,,,Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,4,4,0,Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
Remove MinMC,Manage,Out_Personalized,,,,Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,4,4,0,Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove MinMC,Manage,Out_AllContent,,,,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,4,4,0,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent
Remove MinMC,Manage,ConsentSaved,2,,,Manage → Modal → Save → ConsentSaved,,3,,,Manage → Modal → Save → ConsentSaved,
Remove MinMC,Manage,OutcomeTelemetry,,,,Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,4,4,0,Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,Modal,Out_BasicAccess,,,,,,,,,,
Remove MinMC,Modal,Out_SecuredLogin,,,,Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,3,3,0,Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove MinMC,Modal,Out_AllMedia,,,,Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,3,3,0,Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove MinMC,Modal,Out_Payments,,,,Modal → AccPayments → PaymentsSvc → Out_Payments,Modal → AccPayments → PaymentsSvc → Out_Payments,3,3,0,Modal → AccPayments → PaymentsSvc → Out_Payments,Modal → AccPayments → PaymentsSvc → Out_Payments
Remove MinMC,Modal,Out_Personalized,,,,Modal → AccPersonal → PersonalSvc → Out_Personalized,Modal → AccPersonal → PersonalSvc → Out_Personalized,3,3,0,Modal → AccPersonal → PersonalSvc → Out_Personalized,Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove MinMC,Modal,Out_AllContent,,,,Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,3,3,0,Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Modal → AccExtMedia → ExtMediaSvc → Out_AllContent
Remove MinMC,Modal,ConsentSaved,1,,,Modal → Save → ConsentSaved,,2,,,Modal → Save → ConsentSaved,
Remove MinMC,Modal,OutcomeTelemetry,,,,Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,3,3,0,Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,LetMeChoose,Out_BasicAccess,,,,,,,,,,
Remove MinMC,LetMeChoose,Out_SecuredLogin,,,,LetMeChoose → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,LetMeChoose → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,4,4,0,LetMeChoose → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,LetMeChoose → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
Remove MinMC,LetMeChoose,Out_AllMedia,,,,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,4,4,0,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
Remove MinMC,LetMeChoose,Out_Payments,,,,LetMeChoose → Modal → AccPayments → PaymentsSvc → Out_Payments,LetMeChoose → Modal → AccPayments → PaymentsSvc → Out_Payments,4,4,0,LetMeChoose → Modal → AccPayments → PaymentsSvc → Out_Payments,LetMeChoose → Modal → AccPayments → PaymentsSvc → Out_Payments
